,Year,Hospital,Rank,Position.Title,Salary,Fringe.Benefits,Total
1274,2013,GREENWICH HOSPITAL,2,Senior VP & CFO,"$545,638","$226,384","$772,022"
1275,2013,GREENWICH HOSPITAL,3,Executive VP & COO,"$519,125","$168,867","$687,992"
1276,2013,GREENWICH HOSPITAL,4,"Director, Pathology","$537,246","$57,063","$594,309"
1277,2013,GREENWICH HOSPITAL,5,Pathologist,"$522,751","$46,020","$568,771"
1278,2013,GREENWICH HOSPITAL,6,Pathologist,"$487,509","$56,421","$543,930"
1279,2013,GREENWICH HOSPITAL,7,SVP- Health System Development,"$391,542","$133,126","$524,668"
1280,2013,GREENWICH HOSPITAL,8,Chief Quality Officer,"$480,243","$33,158","$513,401"
1281,2013,GREENWICH HOSPITAL,9,Pathologist,"$453,324","$31,476","$484,800"
1282,2013,GREENWICH HOSPITAL,10,Pathologist,"$424,850","$8,420","$433,270"
1283,2013,GRIFFIN HOSPITAL,1,CHIEF EXECUTIVE OFFICER,"$433,128","$66,156","$499,284"
1284,2013,GRIFFIN HOSPITAL,2,"CHAIR, PREVENTATIVE MEDICINE","$308,397","$28,762","$337,159"
1285,2013,GRIFFIN HOSPITAL,3,"CHIEF, DEPARTMENT OF PSYCHIATRY","$296,564","$23,813","$320,377"
1286,2013,GRIFFIN HOSPITAL,4,STAFF PSYCHIATRIST,"$234,031","$76,047","$310,078"
1287,2013,GRIFFIN HOSPITAL,5,"PROGRAM DIRECTOR, PREVENTATIVE MEDICINE","$272,248","$9,921","$282,169"
1288,2013,GRIFFIN HOSPITAL,6,"CHIEF, PULMONARY DISEASE","$233,667","$47,152","$280,819"
1289,2013,GRIFFIN HOSPITAL,7,CHIEF FINANCIAL OFFICER,"$245,456","$11,227","$256,683"
1290,2013,GRIFFIN HOSPITAL,8,CHIEF MEDICAL DIRECTOR,"$175,783","$68,698","$244,481"
1291,2013,GRIFFIN HOSPITAL,9,VICE PRESIDENT ANCILLARY SERVICES,"$187,737","$39,481","$227,218"
1292,2013,GRIFFIN HOSPITAL,10,VICE PRESIDENT SUPPORT SERVICES,"$169,897","$49,995","$219,892"
1293,2013,HARTFORD HOSPITAL,1,"VP, Psychiatry","$572,123","$2,662,955","$3,235,078"
1294,2013,HARTFORD HOSPITAL,2,Executive VP and COO,"$876,716","$146,998","$1,023,714"
1295,2013,HARTFORD HOSPITAL,3,Executive VP and CFO,"$749,270","$130,550","$879,820"
1296,2013,HARTFORD HOSPITAL,4,SVP & Chief Medical Officer,"$674,497","$147,135","$821,632"
1297,2013,HARTFORD HOSPITAL,5,VP Behavioral Health,"$611,736","$135,837","$747,573"
1298,2013,HARTFORD HOSPITAL,6,Director of Surgery,"$640,227","$95,279","$735,506"
1299,2013,HARTFORD HOSPITAL,7,"VP, Academic Affairs","$690,304","$34,489","$724,793"
1300,2013,HARTFORD HOSPITAL,8,Director of Cardiology,"$548,050","$146,540","$694,590"
1301,2013,HARTFORD HOSPITAL,9,SVP & Chief Strategy Officer,"$551,905","$110,339","$662,244"
1302,2013,HARTFORD HOSPITAL,10,SVP & Treasurer,"$545,820","$101,376","$647,196"
1303,2013,JOHN DEMPSEY HOSPITAL,1,CEO,"$555,962","$57,253","$613,215"
1304,2013,JOHN DEMPSEY HOSPITAL,2,ASSOCIATE PROFESSOR / CLINICAL/ER,"$298,853","$58,478","$357,331"
1305,2013,JOHN DEMPSEY HOSPITAL,3,COO,"$267,039","$55,893","$322,932"
1306,2013,JOHN DEMPSEY HOSPITAL,4,ASSISTANT PROFESSOR / CLINICAL / ER,"$250,647","$54,428","$305,075"
1307,2013,JOHN DEMPSEY HOSPITAL,5,ASSOCIATE PROFESSOR / CLINICAL/ER,"$242,260","$54,780","$297,040"
1308,2013,JOHN DEMPSEY HOSPITAL,6,ASSISTANT PROFESSOR / CLINICAL / ER,"$241,916","$50,026","$291,942"
1309,2013,JOHN DEMPSEY HOSPITAL,7,ASSISTANT PROFESSOR / CLINICAL / ER,"$238,304","$51,528","$289,832"
1310,2013,JOHN DEMPSEY HOSPITAL,8,ASSISTANT PROFESSOR / CLINICAL / ER,"$218,909","$49,106","$268,015"
1311,2013,JOHN DEMPSEY HOSPITAL,9,ASSOCIATE VICE PRESIDENT / NURSING,"$220,584","$44,274","$264,858"
1312,2013,JOHN DEMPSEY HOSPITAL,10,STAFF NURSE,"$166,288","$91,830","$258,118"
1313,2013,JOHNSON MEMORIAL HOSPITAL,1,President,"$440,003","$37,816","$477,819"
1314,2013,JOHNSON MEMORIAL HOSPITAL,2,Cheif Financial Officer,"$274,997","$34,073","$309,070"
1315,2013,JOHNSON MEMORIAL HOSPITAL,3,Vice President - Patient Care Svcs.,"$175,011","$30,672","$205,683"
1316,2013,JOHNSON MEMORIAL HOSPITAL,4,RN - ICU,"$146,909","$31,644","$178,553"
1317,2013,JOHNSON MEMORIAL HOSPITAL,5,RN - Emergency Room,"$121,933","$25,698","$147,631"
1318,2013,JOHNSON MEMORIAL HOSPITAL,6,Corporate Controller,"$120,640","$26,468","$147,108"
1319,2013,JOHNSON MEMORIAL HOSPITAL,7,RN - OB,"$118,445","$24,120","$142,565"
1320,2013,JOHNSON MEMORIAL HOSPITAL,8,"Director, Perioperative Services","$117,918","$11,200","$129,118"
1321,2013,JOHNSON MEMORIAL HOSPITAL,9,RN - Nursing Administration,"$115,637","$9,941","$125,578"
1322,2013,JOHNSON MEMORIAL HOSPITAL,10,RN - Med/Surg Unit,"$115,036","$28,937","$143,973"
1323,2013,LAWRENCE AND MEMORIAL HOSPITAL,1,"President, CEO","$648,353","$46,423","$694,776"
1324,2013,LAWRENCE AND MEMORIAL HOSPITAL,2,Chief Operating Officer,"$416,292","$40,275","$456,567"
1325,2013,LAWRENCE AND MEMORIAL HOSPITAL,3,"Vice President, CFO","$338,938","$36,905","$375,843"
1326,2013,LAWRENCE AND MEMORIAL HOSPITAL,4,Vice Pres. of Strategic Planning,"$267,300","$34,158","$301,458"
1327,2013,LAWRENCE AND MEMORIAL HOSPITAL,5,Chief Legal Officer,"$257,476","$34,037","$291,513"
1328,2013,LAWRENCE AND MEMORIAL HOSPITAL,6,"Vice President, Patient Care","$244,045","$24,007","$268,052"
1329,2013,LAWRENCE AND MEMORIAL HOSPITAL,7,Chief Information Officer,"$224,112","$39,370","$263,482"
1330,2013,LAWRENCE AND MEMORIAL HOSPITAL,8,Medical Director,"$237,761","$23,139","$260,900"
1331,2013,LAWRENCE AND MEMORIAL HOSPITAL,9,"Vice President, Physician Practice Mngt","$226,671","$32,420","$259,091"
1332,2013,LAWRENCE AND MEMORIAL HOSPITAL,10,"Vice President, Development","$194,338","$33,551","$227,889"
1333,2013,MANCHESTER MEMORIAL HOSPITAL,1,CEO,"$518,718","$39,380","$558,098"
1334,2013,MANCHESTER MEMORIAL HOSPITAL,2,Emergency Room MD,"$372,112","$34,975","$407,087"
1335,2013,MANCHESTER MEMORIAL HOSPITAL,3,Emergency Room MD,"$346,071","$55,513","$401,584"
1336,2013,MANCHESTER MEMORIAL HOSPITAL,4,Emergency Room MD,"$337,492","$34,512","$372,004"
1337,2013,MANCHESTER MEMORIAL HOSPITAL,5,Emergency Room MD,"$334,786","$28,669","$363,455"
1338,2013,MANCHESTER MEMORIAL HOSPITAL,6,Medical Director ED,"$324,008","$23,990","$347,998"
1339,2013,MANCHESTER MEMORIAL HOSPITAL,7,Emergency Room MD,"$321,718","$33,395","$355,113"
1340,2013,MANCHESTER MEMORIAL HOSPITAL,8,Emergency Room MD,"$314,119","$56,715","$370,834"
1341,2013,MANCHESTER MEMORIAL HOSPITAL,9,Treasurer/Exec VP,"$314,116","$24,298","$338,414"
1342,2013,MANCHESTER MEMORIAL HOSPITAL,10,Senior VP of Medical Affairs,"$288,103","$45,870","$333,973"
1343,2013,MIDDLESEX HOSPITAL,1,President/CEO,"$581,391","$466,136","$1,047,527"
1344,2013,MIDDLESEX HOSPITAL,2,"Vp, Clinical Affairs","$395,424","$316,893","$712,317"
1345,2013,MIDDLESEX HOSPITAL,3,"VP, Quality and Patient Safety","$352,899","$162,057","$514,956"
1346,2013,MIDDLESEX HOSPITAL,4,"VP, Finance/CFO/Treasurer","$341,286","$150,167","$491,453"
1347,2013,MIDDLESEX HOSPITAL,5,"VP, Human Resources","$285,464","$200,535","$485,999"
1348,2013,MIDDLESEX HOSPITAL,6,"Chairman, Emergency Medicine","$372,659","$84,913","$457,572"
1349,2013,MIDDLESEX HOSPITAL,7,"Physician, Emergency Dept","$373,802","$64,992","$438,794"
1350,2013,MIDDLESEX HOSPITAL,8,"Sr VP, Strategic Planning & Operations","$281,393","$117,478","$398,871"
1351,2013,MIDDLESEX HOSPITAL,9,"Chief, Dept of Medicine & Secretary","$331,799","$63,905","$395,704"
1352,2013,MIDDLESEX HOSPITAL,10,Clinical Director of Infectious Disease,"$337,672","$55,524","$393,196"
1353,2013,MIDSTATE MEDICAL CENTER,1,President and CEO,"$691,509","$251,709","$943,218"
1354,2013,MIDSTATE MEDICAL CENTER,2,Chief Medical Officer,"$394,734","$143,683","$538,417"
1355,2013,MIDSTATE MEDICAL CENTER,3,Hospitalist,"$330,082","$120,150","$450,232"
1356,2013,MIDSTATE MEDICAL CENTER,4,Vice President Operations,"$306,967","$111,736","$418,703"
1357,2013,MIDSTATE MEDICAL CENTER,5,Hospitalist,"$281,463","$102,453","$383,916"
1358,2013,MIDSTATE MEDICAL CENTER,6,Hospitalist,"$273,425","$99,527","$372,952"
1359,2013,MIDSTATE MEDICAL CENTER,7,Hospitalist,"$268,117","$97,595","$365,712"
1360,2013,MIDSTATE MEDICAL CENTER,8,Hospitalist,"$263,225","$95,814","$359,039"
1361,2013,MIDSTATE MEDICAL CENTER,9,Hospitalist,"$255,413","$92,970","$348,383"
1362,2013,MIDSTATE MEDICAL CENTER,10,Hospitalist,"$254,957","$92,804","$347,761"
1363,2013,MILFORD HOSPITAL,1,President,"$473,513","$122,935","$596,448"
1364,2013,MILFORD HOSPITAL,2,PHYSICIAN CHIEF OPERATING OFFICER,"$430,485","$126,257","$556,742"
1365,2013,MILFORD HOSPITAL,3,E.R. Physician,"$335,659","$37,385","$373,044"
1366,2013,MILFORD HOSPITAL,4,Hospitalist,"$326,182","$37,248","$363,430"
1367,2013,MILFORD HOSPITAL,5,E.R. Physician,"$322,161","$37,189","$359,350"
1368,2013,MILFORD HOSPITAL,6,Pathologist,"$307,720","$36,980","$344,700"
1369,2013,MILFORD HOSPITAL,7,E.R. Physician,"$301,909","$37,346","$339,255"
1370,2013,MILFORD HOSPITAL,8,E.R. Physician,"$302,199","$36,900","$339,099"
1371,2013,MILFORD HOSPITAL,9,E.R. Physician,"$319,246","$16,468","$335,714"
1372,2013,MILFORD HOSPITAL,10,E.R. Physician,"$300,239","$34,970","$335,209"
1373,2013,NEW MILFORD HOSPITAL,1,VP OPERATIONS,"$360,853","$29,942","$390,795"
1374,2013,NEW MILFORD HOSPITAL,2,CHIEF MEDICAL PHYSICIST,"$204,883","$31,167","$236,050"
1375,2013,NEW MILFORD HOSPITAL,3,CEO,"$204,504","$11,967","$216,471"
1376,2013,NEW MILFORD HOSPITAL,4,DIR NURSING,"$169,233","$44,638","$213,871"
1377,2013,NEW MILFORD HOSPITAL,5,DIR MEDICAL AFFAIRS & QUALITY,"$155,961","$41,733","$197,694"
1378,2013,NEW MILFORD HOSPITAL,6,DIR FINANCE,"$154,684","$42,489","$197,173"
1379,2013,NEW MILFORD HOSPITAL,7,DIR PATIENT EXPERIENCE,"$147,503","$34,080","$181,583"
1380,2013,NEW MILFORD HOSPITAL,8,DIR EMPLOYEE HEALTH SER,"$149,389","$24,461","$173,850"
1381,2013,NEW MILFORD HOSPITAL,9,CONTROLLER,"$150,346","$19,402","$169,748"
1382,2013,NEW MILFORD HOSPITAL,10,MGR PHARMACY OPERATIONS,"$134,822","$22,857","$157,679"
1383,2013,NORWALK HOSPITAL,1,President & CEO,"$966,539","$84,391","$1,050,930"
1384,2013,NORWALK HOSPITAL,2,"Physician, Emergeny Department","$538,457","$88,091","$626,548"
1385,2013,NORWALK HOSPITAL,3,VP & Chief Financial Officer,"$544,825","$65,244","$610,069"
1386,2013,NORWALK HOSPITAL,4,"Chairman, Dept. of Emergency Medicine","$485,452","$83,525","$568,977"
1387,2013,NORWALK HOSPITAL,5,Sr. VP & COO,"$492,612","$67,437","$560,049"
1388,2013,NORWALK HOSPITAL,6,"Physician, Emergency Department","$399,378","$76,476","$475,854"
1389,2013,NORWALK HOSPITAL,7,VP Human Resources,"$398,514","$73,535","$472,049"
1390,2013,NORWALK HOSPITAL,8,"Chairman, Psychiatry","$385,075","$69,152","$454,227"
1391,2013,NORWALK HOSPITAL,9,"Physician, Emergency Department","$352,913","$67,853","$420,766"
1392,2013,NORWALK HOSPITAL,10,"Physician, Emergeny Department","$367,002","$44,004","$411,006"
1393,2013,ROCKVILLE GENERAL HOSPITAL,1,Medical Director,"$335,768","$17,932","$353,700"
1394,2013,ROCKVILLE GENERAL HOSPITAL,2,CEO,"$222,308","$17,203","$239,511"
1395,2013,ROCKVILLE GENERAL HOSPITAL,3,Urgent Care MD,"$221,545","$16,228","$237,773"
1396,2013,ROCKVILLE GENERAL HOSPITAL,4,Medical Director,"$221,340","$58,121","$279,461"
1397,2013,ROCKVILLE GENERAL HOSPITAL,5,Psychiatrist,"$210,645","$16,123","$226,768"
1398,2013,ROCKVILLE GENERAL HOSPITAL,6,Urgent Care MD,"$184,148","$14,603","$198,751"
1399,2013,ROCKVILLE GENERAL HOSPITAL,7,VP Patient Care Services,"$168,849","$25,377","$194,226"
1400,2013,ROCKVILLE GENERAL HOSPITAL,8,RN Supervisor,"$144,695","$29,430","$174,125"
1401,2013,ROCKVILLE GENERAL HOSPITAL,9,RN Supervisor,"$144,430","$41,327","$185,757"
1402,2013,ROCKVILLE GENERAL HOSPITAL,10,Medical Director,"$138,861","$10,740","$149,601"
1403,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,1,President,"$1,530,915","$166,503","$1,697,418"
1404,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,2,Executive Vice President and COO,"$803,801","$95,174","$898,975"
1405,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,3,"Executive Vice President, Chief Administrative Off","$752,050","$91,375","$843,425"
1406,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,4,Executive Vice President and CPO,"$732,979","$90,192","$823,171"
1407,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,5,Department Chairman - Surgery,"$593,541","$73,523","$667,064"
1408,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,6,"Senior Vice President, Chief Academic Officer","$461,408","$61,295","$522,703"
1409,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,7,"Senior Vice President, Chief Development Officer","$429,038","$58,321","$487,359"
1410,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,8,Senior Vice President - Nursing,"$388,007","$53,169","$441,176"
1411,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,9,Senior Vice President - Planning,"$354,872","$57,181","$412,053"
1412,2013,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,10,"Vice Presidnet, Finance","$333,193","$47,797","$380,990"
1413,2013,SAINT MARY`S HOSPITAL,1,President & CEO,"$621,093","$232,419","$853,512"
1414,2013,SAINT MARY`S HOSPITAL,2,Vice President & CNO,"$275,651","$62,978","$338,629"
1415,2013,SAINT MARY`S HOSPITAL,3,Vice President Operations,"$276,911","$48,171","$325,082"
1416,2013,SAINT MARY`S HOSPITAL,4,Vice President Human Resources,"$235,065","$45,311","$280,376"
1417,2013,SAINT MARY`S HOSPITAL,5,Chairman Dept of Medicine,"$250,000","$25,582","$275,582"
1418,2013,SAINT MARY`S HOSPITAL,6,Vice President and CFO,"$234,444","$32,443","$266,887"
1419,2013,SAINT MARY`S HOSPITAL,7,Vice President & CNO Former,"$221,871","$43,140","$265,011"
1420,2013,SAINT MARY`S HOSPITAL,8,Vice President & Chief Medical Officer,"$245,516",$0,"$245,516"
1421,2013,SAINT MARY`S HOSPITAL,9,Chief Marketing Officer,"$200,310","$39,815","$240,125"
1422,2013,SAINT MARY`S HOSPITAL,10,Chief Information Officer,"$215,418","$13,106","$228,524"
1423,2013,SAINT VINCENT`S MEDICAL CENTER,1,FORMER CHIEF EXECUTIVE OFFICER,"$478,399","$632,434","$1,110,833"
1424,2013,SAINT VINCENT`S MEDICAL CENTER,2,PRESIDENT/CHIEF EXECUTIVE OFFICER,"$626,732","$357,937","$984,669"
1425,2013,SAINT VINCENT`S MEDICAL CENTER,3,SENIOR VP/CHIEF MEDICAL OFFICER,"$597,407","$313,047","$910,454"
1426,2013,SAINT VINCENT`S MEDICAL CENTER,4,CLINICAL VICE PRESIDENT SURGICAL SERVICES,"$595,728","$298,765","$894,493"
1427,2013,SAINT VINCENT`S MEDICAL CENTER,5,SENIOR VICE PRESIDENT/CHIEF FINANCIAL OFFICER,"$430,214","$242,807","$673,021"
1428,2013,SAINT VINCENT`S MEDICAL CENTER,6,CLINICAL VICE PRESIDENT MEDICINE,"$440,063","$203,930","$643,993"
1429,2013,SAINT VINCENT`S MEDICAL CENTER,7,VICE PRESIDENT/CHIEF LEGAL COUNSEL,"$348,366","$164,638","$513,004"
1430,2013,SAINT VINCENT`S MEDICAL CENTER,8,SR VP/CHIEF NURSING OFF/CHIEF OPERATING OFFICER,"$311,711","$170,756","$482,467"
1431,2013,SAINT VINCENT`S MEDICAL CENTER,9,SR VP/CHIEF HUMAN RESOURCES OFFICER,"$281,753","$172,920","$454,673"
1432,2013,SAINT VINCENT`S MEDICAL CENTER,10,SENIOR VP CORPORATE AFFAIRS,"$274,062","$80,837","$354,899"
1433,2013,STAMFORD HOSPITAL,1,President & CEO,"$969,034","$1,253,520","$2,222,554"
1434,2013,STAMFORD HOSPITAL,2,Chief of Cardiac Surgery,"$770,265","$226,574","$996,839"
1435,2013,STAMFORD HOSPITAL,3,VP of Physician Network Development,"$508,616","$364,401","$873,017"
1436,2013,STAMFORD HOSPITAL,4,VP of Finance & Chief Financial Officer,"$557,302","$259,385","$816,687"
1437,2013,STAMFORD HOSPITAL,5,Exec. VP and Chief Operating Officer,"$593,071","$214,033","$807,104"
1438,2013,STAMFORD HOSPITAL,6,Sr. VP of Medical Services,"$523,775","$255,614","$779,389"
1439,2013,STAMFORD HOSPITAL,7,"Chair, Dept of Obstetrics","$539,515","$134,082","$673,597"
1440,2013,STAMFORD HOSPITAL,8,Sr. VP of Strategy & Marketing,"$428,424","$220,976","$649,400"
1441,2013,STAMFORD HOSPITAL,9,Chief of Cardiology,"$570,807","$48,394","$619,201"
1442,2013,STAMFORD HOSPITAL,10,Chief of Bariatric Surguery,"$576,591","$39,463","$616,054"
1443,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,1,President and CEO,"$786,037","$213,317","$999,354"
1444,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,2,Executive Vice President and CMO,"$681,651","$167,528","$849,179"
1445,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,3,Chief ER Physician,"$541,076","$122,398","$663,474"
1446,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,4,Director Surgical Oncology,"$504,815","$140,306","$645,121"
1447,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,5,Vice President Human Resources,"$577,684","$66,761","$644,445"
1448,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,6,Hospitalist,"$550,374","$48,354","$598,728"
1449,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,7,Chief of Medicine,"$474,418","$81,047","$555,465"
1450,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,8,Neurosurgeon,"$515,384","$26,834","$542,218"
1451,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,9,Chief of Psychiatry,"$385,252","$113,310","$498,562"
1452,2013,THE HOSPITAL OF CENTRAL CONNECTICUT,10,Chief of Cardiology,"$425,110","$38,065","$463,175"
1453,2013,WATERBURY HOSPITAL,1,President,"$620,722","$42,844","$663,566"
1454,2013,WATERBURY HOSPITAL,2,Chief Information Officer,"$304,166","$39,088","$343,254"
1455,2013,WATERBURY HOSPITAL,3,VP Patient Care/CNO,"$217,928","$28,838","$246,766"
1456,2013,WATERBURY HOSPITAL,4,VP Human Resources,"$212,702","$36,532","$249,234"
1457,2013,WATERBURY HOSPITAL,5,Medical DIrector Inpatient Behavioral Health,"$211,131","$24,397","$235,528"
1458,2013,WATERBURY HOSPITAL,6,Chief Medicaid Information Officer,"$203,253","$32,504","$235,757"
1459,2013,WATERBURY HOSPITAL,7,Psychiatrist,"$162,824","$26,860","$189,684"
1460,2013,WATERBURY HOSPITAL,8,Vice President Operations,"$156,698","$25,509","$182,207"
1461,2013,WATERBURY HOSPITAL,9,Staff Pharmacist,"$153,351","$29,927","$183,278"
1462,2013,WATERBURY HOSPITAL,10,VP Medical Services,"$149,064","$19,039","$168,103"
1463,2013,WILLIAM W. BACKUS HOSPITAL,1,Regional President,"$696,769","$161,911","$858,680"
1464,2013,WILLIAM W. BACKUS HOSPITAL,2,"Regional VP, Finance","$461,654","$137,202","$598,856"
1465,2013,WILLIAM W. BACKUS HOSPITAL,3,Medical Affairs Regional VP,"$459,000","$118,237","$577,237"
1466,2013,WILLIAM W. BACKUS HOSPITAL,4,Backus Physician Services MD,"$510,059","$48,041","$558,100"
1467,2013,WILLIAM W. BACKUS HOSPITAL,5,Backus Physician Services MD,"$504,365","$46,752","$551,117"
1468,2013,WILLIAM W. BACKUS HOSPITAL,6,"Chief, Emergency Services","$438,928","$56,677","$495,605"
1469,2013,WILLIAM W. BACKUS HOSPITAL,7,E.R. Physician,"$367,497","$47,212","$414,709"
1470,2013,WILLIAM W. BACKUS HOSPITAL,8,E.R. Physician,"$357,260","$57,193","$414,453"
1471,2013,WILLIAM W. BACKUS HOSPITAL,9,E.R. Physician,"$360,960","$44,675","$405,635"
1472,2013,WILLIAM W. BACKUS HOSPITAL,10,E.R. Physician,"$360,556","$35,567","$396,123"
1473,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,1,Hospitalist,"$335,213","$101,751","$436,964"
1474,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,2,Vice-President Human Resources,"$268,123","$81,386","$349,509"
1475,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,3,Hospitalist,"$245,840","$74,622","$320,462"
1476,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,4,Hospitalist,"$234,495","$71,179","$305,674"
1477,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,5,Hospitalist,"$231,559","$70,287","$301,846"
1478,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,6,Hospitalist,"$221,675","$67,287","$288,962"
1479,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,7,Hospitalist,"$206,913","$62,806","$269,719"
1480,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,8,Vice-President Operations,"$201,981","$61,309","$263,290"
1481,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,9,VIce-President Patient Care,"$195,884","$59,459","$255,343"
1482,2013,WINDHAM COMMUNITY MEMORIAL HOSPITAL,10,IT Director,"$190,678","$57,879","$248,557"
1483,2013,YALE-NEW HAVEN HOSPITAL,1,President & CEO(repr YNHH & YNHHS),"$2,511,717","$752,041","$3,263,758"
1484,2013,YALE-NEW HAVEN HOSPITAL,2,"Exec VP, COO(repr YNHH & YNHHS)","$1,502,352","$440,336","$1,942,688"
1485,2013,YALE-NEW HAVEN HOSPITAL,3,"SR VP Finance, CFO(repr YNHH & YNHHS)","$1,214,946","$382,265","$1,597,211"
1486,2013,YALE-NEW HAVEN HOSPITAL,4,"SR VP, Chief of Staff(repr YNHH & YNHHS)","$1,402,687","$79,436","$1,482,123"
1487,2013,YALE-NEW HAVEN HOSPITAL,5,"Senior VP, CIO(repr YNHH & YNHHS)","$719,193","$284,399","$1,003,592"
1488,2013,YALE-NEW HAVEN HOSPITAL,6,Senior VP HR(repr YNHH & YNHHS),"$768,977","$233,367","$1,002,344"
1489,2013,YALE-NEW HAVEN HOSPITAL,7,VP of Legal Services,"$757,853","$241,024","$998,877"
1490,2013,YALE-NEW HAVEN HOSPITAL,8,VP & Exec Dir of Childrens Hospital,"$635,529","$217,588","$853,117"
1491,2013,YALE-NEW HAVEN HOSPITAL,9,SVP OPS/SMILOW,"$599,523","$200,580","$800,103"
1492,2013,YALE-NEW HAVEN HOSPITAL,10,Senior VP Patient Services,"$657,852","$45,622","$703,474"
1493,2014,BRIDGEPORT HOSPITAL,1,President & CEO,"$1,066,154","$381,835","$1,447,989"
1494,2014,BRIDGEPORT HOSPITAL,2,Exec VP / Administration,"$694,741","$261,126","$955,867"
1495,2014,BRIDGEPORT HOSPITAL,3,Senior VP of Finance & CFO,"$655,039","$286,770","$941,809"
1496,2014,BRIDGEPORT HOSPITAL,4,VP of Finance,"$545,700","$233,286","$778,986"
1497,2014,BRIDGEPORT HOSPITAL,5,Senior VP / Medical Affairs,"$516,265","$65,749","$582,014"
1498,2014,BRIDGEPORT HOSPITAL,6,VP of Planning & Marketing,"$350,035","$172,185","$522,220"
1499,2014,BRIDGEPORT HOSPITAL,7,ER Physician,"$441,656","$39,859","$481,515"
1500,2014,BRIDGEPORT HOSPITAL,8,ER Physician,"$416,272","$50,435","$466,707"
1501,2014,BRIDGEPORT HOSPITAL,9,VP of Performance Management,"$368,088","$68,749","$436,837"
1502,2014,BRIDGEPORT HOSPITAL,10,ER Physician,"$343,143","$50,755","$393,898"
1503,2014,BRISTOL HOSPITAL,1,President & CEO,"$712,625","$44,216","$756,841"
1504,2014,BRISTOL HOSPITAL,2,"Sr. Vice President, Chief Medical Officer","$358,327","$37,013","$395,340"
1505,2014,BRISTOL HOSPITAL,3,Vice President of Finance/CFO,"$314,387","$33,633","$348,020"
1506,2014,BRISTOL HOSPITAL,4,"Sr. Vice President, Patient Care Services & CNO","$283,522","$35,146","$318,668"
1507,2014,BRISTOL HOSPITAL,5,"Vice President, Human Resources and Support Svcs","$188,033","$33,067","$221,100"
1508,2014,BRISTOL HOSPITAL,6,"Assistant VIce President, Information Services","$183,405","$31,613","$215,018"
1509,2014,BRISTOL HOSPITAL,7,"Assistant Vice President, Chief Development Office","$173,849","$19,268","$193,117"
1510,2014,BRISTOL HOSPITAL,8,Occupational Health Physician,"$167,383","$11,983","$179,366"
1511,2014,BRISTOL HOSPITAL,9,"Director, Clinical Operations","$141,746","$27,102","$168,848"
1512,2014,BRISTOL HOSPITAL,10,"Director, Diagnostic Services","$140,750","$26,364","$167,114"
1513,2014,CHARLOTTE HUNGERFORD HOSPITAL,1,PHYSICIAN SURGEON,"$628,719","$155,587","$784,306"
1514,2014,CHARLOTTE HUNGERFORD HOSPITAL,2,PHYSICIAN SURGEON,"$597,607","$147,888","$745,495"
1515,2014,CHARLOTTE HUNGERFORD HOSPITAL,3,ORTHOPEDIC SURGEON,"$580,780","$143,724","$724,504"
1516,2014,CHARLOTTE HUNGERFORD HOSPITAL,4,CEO PRESIDENT,"$501,101","$124,006","$625,107"
1517,2014,CHARLOTTE HUNGERFORD HOSPITAL,5,PHYSICIAN SURGEON,"$474,637","$117,457","$592,094"
1518,2014,CHARLOTTE HUNGERFORD HOSPITAL,6,PATHOLOGIST MED DIRECTOR,"$399,978","$98,981","$498,959"
1519,2014,CHARLOTTE HUNGERFORD HOSPITAL,7,CARDIOLOGIST,"$368,021","$91,073","$459,094"
1520,2014,CHARLOTTE HUNGERFORD HOSPITAL,8,CARDIOLOGIST,"$361,363","$89,425","$450,788"
1521,2014,CHARLOTTE HUNGERFORD HOSPITAL,9,CARDIOLOGIST,"$347,386","$85,966","$433,352"
